Easting;Northing;Species;DamageClass;AgeClass;CrownStatus;Mixture;Setup_Aufbau
3.434.365,70;5.301.091,90;8;1;0;0;0;0
3.434.391,80;5.301.093,10;8;2;0;0;0;0
3.434.417,90;5.301.094,30;2;1;0;0;0;0
3.434.444,10;5.301.095,40;2;1;0;0;0;0
3.434.470,90;5.301.096,70;2;1;0;0;0;0
3.434.497,90;5.301.098,00;10;2;0;0;0;0
3.434.525,70;5.301.099,50;2;1;0;0;0;0
3.434.553,90;5.301.101,00;2;1;0;0;0;0
3.434.582,50;5.301.102,50;2;2;0;0;0;0
3.434.611,40;5.301.104,00;2;3;0;0;0;0
3.434.640,30;5.301.105,50;2;3;0;0;0;0
3.434.669,00;5.301.107,00;2;2;0;0;0;0
3.433.742,70;5.301.038,10;2;3;0;0;0;0
3.433.766,40;5.301.039,10;2;4;0;0;0;0
3.433.790,10;5.301.040,20;2;3;0;0;0;0
3.433.813,70;5.301.041,30;2;3;0;0;0;0
3.433.837,30;5.301.042,40;2;2;0;0;0;0
3.433.861,00;5.301.043,50;2;3;0;0;0;0
3.433.884,90;5.301.044,60;2;2;0;0;0;0
3.433.909,00;5.301.045,70;2;3;0;0;0;0
3.433.933,30;5.301.046,80;2;2;0;0;0;0
3.433.957,80;5.301.047,90;2;2;0;0;0;0
3.433.982,50;5.301.049,00;8;1;0;0;0;0
3.434.007,40;5.301.050,20;2;3;0;0;0;0
3.434.057,70;5.301.052,40;2;3;0;0;0;0
3.434.083,10;5.301.053,50;2;3;0;0;0;0
3.434.108,50;5.301.054,70;2;2;0;0;0;0
3.434.134,10;5.301.055,80;2;1;0;0;0;0
3.434.159,80;5.301.056,90;2;3;0;0;0;0
3.434.185,50;5.301.058,00;2;2;0;0;0;0
3.434.211,30;5.301.059,10;2;2;0;0;0;0
3.434.262,80;5.301.061,30;8;2;0;0;0;0
3.434.288,60;5.301.062,50;8;2;0;0;0;0
3.434.340,30;5.301.064,70;8;2;0;0;0;0
3.434.366,30;5.301.065,90;8;2;0;0;0;0
3.434.392,40;5.301.067,00;8;1;0;0;0;0
3.434.471,40;5.301.070,50;2;1;0;0;0;0
3.434.498,30;5.301.071,70;2;1;0;0;0;0
3.434.526,00;5.301.073,10;2;2;0;0;0;0
3.434.554,10;5.301.074,40;2;2;0;0;0;0
3.434.582,70;5.301.075,80;2;1;0;0;0;0
3.434.611,60;5.301.077,10;2;2;0;0;0;0
3.434.640,60;5.301.078,50;2;2;0;0;0;0
3.434.669,40;5.301.079,80;2;2;0;0;0;0
3.433.744,40;5.301.013,40;2;2;0;0;0;0
3.433.768,20;5.301.014,40;2;2;0;0;0;0
3.433.792,10;5.301.015,40;2;3;0;0;0;0
3.433.815,70;5.301.016,40;2;2;0;0;0;0
3.433.839,40;5.301.017,50;2;2;0;0;0;0
3.433.863,20;5.301.018,50;2;3;0;0;0;0
3.433.887,10;5.301.019,50;2;2;0;0;0;0
3.433.911,20;5.301.020,50;2;3;0;0;0;0
3.433.935,60;5.301.021,50;2;2;0;0;0;0
3.433.960,00;5.301.022,60;2;2;0;0;0;0
3.433.984,70;5.301.023,60;2;3;0;0;0;0
3.434.009,50;5.301.024,70;2;4;0;0;0;0
3.434.034,50;5.301.025,80;2;3;0;0;0;0
3.434.110,20;5.301.029,00;8;1;0;0;0;0
3.434.135,70;5.301.030,10;2;1;0;0;0;0
3.434.161,20;5.301.031,20;2;2;0;0;0;0
3.434.186,80;5.301.032,30;2;1;0;0;0;0
3.434.212,40;5.301.033,40;2;1;0;0;0;0
3.434.238,00;5.301.034,50;2;2;0;0;0;0
3.434.263,70;5.301.035,60;2;2;0;0;0;0
3.434.289,40;5.301.036,70;2;1;0;0;0;0
3.434.315,10;5.301.037,80;8;1;0;0;0;0
3.434.341,00;5.301.038,90;2;4;0;0;0;0
3.434.367,00;5.301.040,00;2;1;0;0;0;0
3.434.393,00;5.301.041,10;2;1;0;0;0;0
3.434.419,10;5.301.042,20;8;3;0;0;0;0
3.434.445,30;5.301.043,30;2;3;0;0;0;0
3.434.471,90;5.301.044,40;2;2;0;0;0;0
3.434.498,80;5.301.045,60;2;2;0;0;0;0
3.434.526,40;5.301.046,80;2;1;0;0;0;0
3.434.554,40;5.301.047,90;2;2;0;0;0;0
3.434.582,90;5.301.049,20;2;2;0;0;0;0
3.434.640,90;5.301.051,60;2;2;0;0;0;0
3.434.669,70;5.301.052,80;2;1;0;0;0;0
3.433.770,20;5.300.989,80;2;2;6;2;4;1
3.433.794,20;5.300.990,80;2;2;0;0;0;0
3.433.817,90;5.300.991,70;2;1;0;0;0;0
3.433.841,70;5.300.992,70;2;2;0;0;0;0
3.433.865,50;5.300.993,60;2;2;0;0;0;0
3.433.889,40;5.300.994,60;2;2;0;0;0;0
3.433.913,50;5.300.995,50;2;3;0;0;0;0
3.433.937,80;5.300.996,50;2;2;0;0;0;0
3.433.962,30;5.300.997,50;2;3;0;0;0;0
3.433.986,90;5.300.998,50;2;3;0;0;0;0
3.434.011,70;5.300.999,50;2;4;0;0;0;0
3.434.036,60;5.301.000,50;2;3;0;0;0;0
3.434.061,60;5.301.001,50;2;3;0;0;0;0
3.434.086,70;5.301.002,60;2;3;0;0;0;0
3.434.111,90;5.301.003,60;2;2;0;0;0;0
3.434.137,20;5.301.004,60;2;2;0;0;0;0
3.434.162,60;5.301.005,70;2;2;0;0;0;0
3.434.188,00;5.301.006,70;2;2;0;0;0;0
3.434.213,50;5.301.007,80;2;3;0;0;0;0
3.434.239,00;5.301.008,90;2;2;0;0;0;0
3.434.264,60;5.301.010,00;2;2;0;0;0;0
3.434.290,20;5.301.011,00;2;2;0;0;0;0
3.434.315,90;5.301.012,10;2;1;0;0;0;0
3.434.341,70;5.301.013,20;2;1;0;0;0;0
3.434.367,60;5.301.014,20;2;1;0;0;0;0
3.434.393,60;5.301.015,30;2;1;0;0;0;0
3.434.419,70;5.301.016,40;2;2;0;0;0;0
3.434.445,90;5.301.017,40;2;2;0;0;0;0
3.434.472,60;5.301.018,50;2;3;0;0;0;0
3.434.499,50;5.301.019,50;2;1;0;0;0;0
3.434.555,00;5.301.021,60;2;1;0;0;0;0
3.434.583,70;5.301.022,70;2;2;0;0;0;0
3.434.612,50;5.301.023,70;2;2;0;0;0;0
3.434.641,50;5.301.024,80;2;2;0;0;0;0
3.434.670,30;5.301.025,90;2;2;0;0;0;0
3.434.699,10;5.301.027,00;2;1;0;0;0;0
3.433.891,90;5.300.969,90;2;3;0;0;0;0
3.433.916,00;5.300.970,80;2;2;0;0;0;0
3.433.940,20;5.300.971,70;2;3;0;0;0;0
3.433.964,60;5.300.972,70;2;4;0;0;0;0
3.433.989,10;5.300.973,60;2;4;0;0;0;0
3.434.013,80;5.300.974,50;2;4;0;0;0;0
3.434.038,60;5.300.975,50;2;4;0;0;0;0
3.434.063,50;5.300.976,50;2;3;0;0;0;0
3.434.088,40;5.300.977,50;2;3;0;0;0;0
3.434.113,50;5.300.978,50;2;2;0;0;0;0
3.434.138,60;5.300.979,40;2;1;0;0;0;0
3.434.163,90;5.300.980,40;2;1;0;0;0;0
3.434.189,20;5.300.981,50;2;2;0;0;0;0
3.434.214,60;5.300.982,50;2;2;0;0;0;0
3.434.240,00;5.300.983,50;2;2;0;0;0;0
3.434.265,50;5.300.984,60;2;1;0;0;0;0
3.434.291,10;5.300.985,60;2;1;0;0;0;0
3.434.316,70;5.300.986,60;2;1;0;0;0;0
3.434.342,50;5.300.987,60;2;2;0;0;0;0
3.434.368,30;5.300.988,60;2;1;0;0;0;0
3.434.394,30;5.300.989,60;2;2;0;0;0;0
3.434.420,40;5.300.990,70;2;2;0;0;0;0
3.434.446,60;5.300.991,70;2;1;0;0;0;0
3.434.500,10;5.300.993,60;2;4;0;0;0;0
3.434.527,70;5.300.994,50;2;2;0;0;0;0
3.434.555,70;5.300.995,40;2;2;0;0;0;0
3.434.584,40;5.300.996,20;2;1;0;0;0;0
3.434.613,20;5.300.997,10;2;2;0;0;0;0
3.434.642,10;5.300.998,10;2;2;0;0;0;0
3.434.670,90;5.300.999,00;2;2;0;0;0;0
3.434.699,80;5.301.000,00;2;2;0;0;0;0
3.433.942,60;5.300.947,20;2;2;6;2;4;1
3.433.966,90;5.300.948,10;2;4;6;2;4;1
3.433.991,30;5.300.948,90;2;3;0;0;0;0
3.434.015,90;5.300.949,80;2;3;0;0;0;0
3.434.040,50;5.300.950,70;2;3;0;0;0;0
3.434.065,30;5.300.951,70;2;3;0;0;0;0
3.434.090,10;5.300.952,60;2;1;0;0;0;0
3.434.115,10;5.300.953,50;2;1;0;0;0;0
3.434.140,10;5.300.954,50;2;1;0;0;0;0
3.434.165,20;5.300.955,40;2;1;0;0;0;0
3.434.190,40;5.300.956,40;2;1;0;0;0;0
3.434.215,70;5.300.957,40;3;1;0;0;0;0
3.434.241,00;5.300.958,30;2;2;0;0;0;0
3.434.266,40;5.300.959,30;2;2;0;0;0;0
3.434.291,90;5.300.960,30;2;1;0;0;0;0
3.434.317,50;5.300.961,30;2;1;0;0;0;0
3.434.343,20;5.300.962,20;2;2;0;0;0;0
3.434.369,10;5.300.963,20;2;2;0;0;0;0
3.434.395,00;5.300.964,10;2;2;0;0;0;0
3.434.474,00;5.300.966,80;2;3;0;0;0;0
3.434.500,90;5.300.967,70;2;2;0;0;0;0
3.434.528,40;5.300.968,40;2;3;0;0;0;0
3.434.556,40;5.300.969,20;2;2;0;0;0;0
3.434.584,90;5.300.969,90;2;2;0;0;0;0
3.434.613,70;5.300.970,60;2;2;0;0;0;0
3.434.642,60;5.300.971,40;2;2;0;0;0;0
3.434.671,50;5.300.972,30;2;1;0;0;0;0
3.434.700,40;5.300.973,10;2;2;0;0;0;0
3.434.017,70;5.300.925,20;2;3;6;2;4;1
3.434.042,20;5.300.926,10;2;2;0;0;0;0
3.434.091,60;5.300.927,80;2;1;0;0;0;0
3.434.116,50;5.300.928,70;2;1;0;0;0;0
3.434.141,40;5.300.929,60;2;1;0;0;0;0
3.434.166,50;5.300.930,50;2;2;0;0;0;0
3.434.191,60;5.300.931,40;2;2;0;0;0;0
3.434.216,80;5.300.932,30;2;2;0;0;0;0
3.434.242,00;5.300.933,30;2;2;0;0;0;0
3.434.267,40;5.300.934,20;2;2;0;0;0;0
3.434.292,90;5.300.935,10;2;1;0;0;0;0
3.434.369,90;5.300.937,70;2;2;0;0;0;0
3.434.395,80;5.300.938,60;2;2;0;0;0;0
3.434.421,90;5.300.939,50;2;1;0;0;0;0
3.434.448,10;5.300.940,30;2;2;0;0;0;0
3.434.501,60;5.300.941,90;2;1;0;0;0;0
3.434.529,10;5.300.942,50;2;2;0;0;0;0
3.434.556,90;5.300.943,10;10;1;0;0;0;0
3.434.585,40;5.300.943,70;2;2;0;0;0;0
3.434.643,10;5.300.944,90;2;1;0;0;0;0
3.434.671,90;5.300.945,60;2;1;0;0;0;0
3.434.701,00;5.300.946,30;2;2;0;0;0;0
3.434.093,10;5.300.903,10;2;1;4;2;2;2
3.434.117,80;5.300.904,00;2;1;0;0;0;0
3.434.142,70;5.300.904,80;2;2;0;0;0;0
3.434.167,70;5.300.905,70;2;3;0;0;0;0
3.434.370,80;5.300.912,30;2;2;0;0;0;0
3.434.422,80;5.300.913,90;2;3;0;0;0;0
3.434.448,90;5.300.914,80;2;2;0;0;0;0
3.434.475,50;5.300.915,50;8;3;0;0;0;0
3.434.502,20;5.300.916,10;2;2;0;0;0;0
3.434.529,50;5.300.916,70;2;2;0;0;0;0
3.434.557,20;5.300.917,20;2;2;0;0;0;0
3.434.585,60;5.300.917,60;2;2;0;0;0;0
3.434.614,30;5.300.918,00;2;2;0;0;0;0
3.434.643,30;5.300.918,50;2;2;0;0;0;0
3.434.672,30;5.300.919,00;2;2;0;0;0;0
3.434.701,60;5.300.919,50;2;1;0;0;0;0
3.434.730,80;5.300.920,10;2;1;0;0;0;0
3.434.219,00;5.300.882,30;2;3;0;0;0;0
3.434.244,20;5.300.883,10;2;3;0;0;0;0
3.434.269,50;5.300.883,80;2;3;0;0;0;0
3.434.294,90;5.300.884,60;2;3;0;0;0;0
3.434.423,70;5.300.888,50;2;3;0;0;0;0
3.434.476,20;5.300.889,90;2;1;0;0;0;0
3.434.502,80;5.300.890,50;2;3;0;0;0;0
3.434.530,00;5.300.891,00;2;3;0;0;0;0
3.434.557,60;5.300.891,40;2;3;0;0;0;0
3.434.585,80;5.300.891,70;2;2;0;0;0;0
3.434.614,50;5.300.891,90;2;2;0;0;0;0
3.434.643,50;5.300.892,20;2;2;0;0;0;0
3.434.672,60;5.300.892,50;2;2;0;0;0;0
3.434.702,10;5.300.892,80;2;2;0;0;0;0
3.434.731,30;5.300.893,30;2;1;0;0;0;0
3.434.270,60;5.300.858,40;2;3;5;2;3;1
3.434.296,10;5.300.859,20;2;3;5;2;3;1
3.434.321,60;5.300.859,90;2;3;0;0;0;0
3.434.347,20;5.300.860,70;2;3;0;0;0;0
3.434.372,90;5.300.861,50;2;3;0;0;0;0
3.434.424,50;5.300.863,10;2;2;0;0;0;0
3.434.450,50;5.300.863,80;2;2;0;0;0;0
3.434.476,90;5.300.864,40;2;2;0;0;0;0
3.434.503,40;5.300.865,00;2;3;0;0;0;0
3.434.530,50;5.300.865,40;2;2;0;0;0;0
3.434.557,90;5.300.865,80;2;3;0;0;0;0
3.434.586,10;5.300.865,90;2;3;0;0;0;0
3.434.614,60;5.300.866,00;2;1;0;0;0;0
3.434.643,60;5.300.866,00;2;1;0;0;0;0
3.434.672,70;5.300.866,20;2;2;0;0;0;0
3.434.702,20;5.300.866,30;2;2;0;0;0;0
3.434.731,80;5.300.866,60;2;2;0;0;0;0
3.434.348,30;5.300.835,20;2;2;0;0;0;0
3.434.373,90;5.300.836,10;2;2;0;0;0;0
3.434.425,40;5.300.837,70;2;1;0;0;0;0
3.434.451,40;5.300.838,40;2;1;0;0;0;0
3.434.477,60;5.300.839,00;2;2;0;0;0;0
3.434.504,10;5.300.839,60;2;2;0;0;0;0
3.434.531,00;5.300.839,90;2;1;0;0;0;0
3.434.558,40;5.300.840,10;2;2;0;0;0;0
3.434.586,50;5.300.840,10;2;2;0;0;0;0
3.434.643,90;5.300.840,00;2;2;0;0;0;0
3.434.673,00;5.300.839,90;2;2;0;0;0;0
3.434.702,40;5.300.839,90;2;1;0;0;0;0
3.434.732,30;5.300.839,90;2;1;0;0;0;0
3.434.452,30;5.300.813,00;2;2;0;0;0;0
3.434.504,90;5.300.814,00;2;2;0;0;0;0
3.434.559,20;5.300.814,40;2;1;0;0;0;0
3.434.587,30;5.300.814,20;2;2;0;0;0;0
3.434.615,70;5.300.814,00;2;2;0;0;0;0
3.434.644,50;5.300.813,80;2;2;0;0;0;0
3.434.673,50;5.300.813,70;2;1;0;0;0;0
3.434.702,80;5.300.813,50;2;2;0;0;0;0
3.434.732,80;5.300.813,20;2;1;0;0;0;0
3.434.762,90;5.300.813,10;2;1;0;0;0;0
3.434.505,90;5.300.788,40;2;3;5;2;3;1
3.434.532,80;5.300.788,60;2;2;0;0;0;0
3.434.560,10;5.300.788,60;2;2;0;0;0;0
3.434.588,00;5.300.788,40;8;1;0;0;0;0
3.434.616,30;5.300.788,10;2;2;0;0;0;0
3.434.645,00;5.300.787,80;2;1;0;0;0;0
3.434.674,00;5.300.787,50;2;1;0;0;0;0
3.434.703,30;5.300.787,20;2;2;0;0;0;0
3.434.733,30;5.300.786,70;3;2;0;0;0;0
3.434.763,50;5.300.786,30;2;2;0;0;0;0
3.434.588,70;5.300.762,60;2;2;5;2;3;1
3.434.616,90;5.300.762,30;10;2;0;0;0;0
3.434.645,50;5.300.761,90;2;2;0;0;0;0
3.434.674,40;5.300.761,40;2;1;0;0;0;0
3.434.703,80;5.300.760,90;2;1;0;0;0;0
3.434.733,70;5.300.760,30;2;2;0;0;0;0
3.434.763,90;5.300.759,70;2;2;0;0;0;0
3.434.674,90;5.300.735,30;2;2;0;0;0;0
3.434.704,30;5.300.734,70;2;2;0;0;0;0
3.434.734,30;5.300.733,80;2;1;0;0;0;0
3.434.764,70;5.300.732,90;2;2;0;0;0;0
3.433.914,40;5.302.021,00;2;2;4;2;2;1
3.433.937,60;5.302.022,70;2;3;4;2;2;1
3.433.891,80;5.301.996,00;2;2;0;0;0;0
3.433.915,00;5.301.997,70;2;3;7;2;2;2
3.433.938,20;5.301.999,40;2;3;7;2;2;2
3.433.869,20;5.301.971,00;2;2;0;0;0;0
3.433.892,40;5.301.972,60;2;3;7;2;2;2
3.433.915,60;5.301.974,30;2;2;7;2;2;2
3.433.869,90;5.301.947,60;2;2;7;2;2;2
3.433.893,00;5.301.949,20;2;3;7;2;2;2
3.433.962,80;5.301.954,30;2;1;7;2;2;2
3.433.870,80;5.301.924,00;2;3;7;2;2;2
3.433.893,90;5.301.925,50;2;3;7;2;2;2
3.433.963,60;5.301.930,50;2;2;0;0;0;0
3.434.107,00;5.301.941,10;2;2;5;2;3;1
3.434.131,50;5.301.942,80;2;2;5;2;3;1
3.434.156,10;5.301.944,60;2;2;5;2;3;1
3.434.181,00;5.301.946,50;2;3;6;2;2;1
3.433.848,70;5.301.898,80;2;2;7;2;3;2
3.433.871,70;5.301.900,30;2;3;7;2;2;2
3.433.894,70;5.301.901,90;2;3;7;2;2;2
3.433.917,90;5.301.903,50;2;1;7;2;2;2
3.433.941,20;5.301.905,10;2;2;0;0;0;0
3.433.964,50;5.301.906,70;2;1;0;0;0;0
3.433.988,00;5.301.908,30;2;2;0;0;0;0
3.434.011,70;5.301.910,00;8;2;0;0;0;0
3.434.035,50;5.301.911,70;2;2;6;2;3;2
3.434.059,50;5.301.913,30;2;2;6;2;3;2
3.434.083,70;5.301.915,00;2;3;6;2;3;2
3.434.108,00;5.301.916,70;2;4;6;2;2;1
3.434.132,50;5.301.918,30;2;3;6;2;2;1
3.434.157,10;5.301.920,00;2;2;6;2;2;1
3.434.181,90;5.301.921,90;2;4;6;2;2;1
3.434.207,10;5.301.923,80;2;2;6;2;2;1
3.433.849,80;5.301.875,20;2;3;7;2;3;2
3.433.872,80;5.301.876,60;3;3;7;2;2;2
3.433.895,90;5.301.878,10;3;1;7;2;2;2
3.433.919,00;5.301.879,60;2;2;7;2;2;2
3.433.942,30;5.301.881,10;2;2;0;0;0;0
3.433.965,60;5.301.882,70;2;1;0;0;0;0
3.433.989,10;5.301.884,20;2;2;0;0;0;0
3.434.012,80;5.301.885,80;2;4;0;0;0;0
3.434.036,60;5.301.887,40;2;2;0;0;0;0
3.434.060,60;5.301.889,00;3;1;0;0;0;0
3.434.084,70;5.301.890,60;2;1;6;2;2;1
3.434.109,00;5.301.892,20;2;2;6;2;2;1
3.434.133,50;5.301.893,80;2;3;6;2;2;1
3.434.158,10;5.301.895,50;2;3;6;2;2;1
3.434.183,00;5.301.897,20;2;3;6;2;2;1
3.434.208,10;5.301.899,00;2;3;6;2;2;1
3.434.233,70;5.301.901,00;2;2;6;2;2;1
3.433.850,90;5.301.851,60;3;2;7;2;3;2
3.433.873,90;5.301.853,00;2;4;7;2;2;2
3.433.897,10;5.301.854,40;2;1;7;2;2;2
3.433.920,20;5.301.855,80;2;2;7;2;2;2
3.433.943,40;5.301.857,20;2;2;0;0;0;0
3.433.966,80;5.301.858,70;2;3;0;0;0;0
3.433.990,30;5.301.860,20;2;2;0;0;0;0
3.434.013,90;5.301.861,70;2;3;0;0;0;0
3.434.037,60;5.301.863,20;2;2;0;0;0;0
3.434.061,60;5.301.864,70;2;1;0;0;0;0
3.434.085,70;5.301.866,20;2;1;6;2;2;1
3.434.134,40;5.301.869,40;2;3;6;2;2;1
3.434.159,10;5.301.871,00;2;2;6;2;2;1
3.434.184,00;5.301.872,60;2;3;6;2;2;1
3.434.235,00;5.301.876,20;2;2;6;2;2;1
3.433.851,90;5.301.828,00;3;2;7;2;2;2
3.433.874,90;5.301.829,40;3;3;7;2;2;2
3.433.898,10;5.301.830,70;2;3;7;2;2;2
3.433.944,50;5.301.833,40;2;2;0;0;0;0
3.433.967,90;5.301.834,80;2;2;0;0;0;0
3.433.991,30;5.301.836,20;2;2;0;0;0;0
3.434.014,90;5.301.837,60;2;2;0;0;0;0
3.434.038,70;5.301.839,00;2;3;0;0;0;0
3.434.062,60;5.301.840,50;2;2;0;0;0;0
3.434.086,70;5.301.841,90;2;2;0;0;0;0
3.434.160,10;5.301.846,40;2;1;6;2;2;1
3.434.185,10;5.301.848,00;2;3;6;2;2;1
3.434.210,50;5.301.849,60;2;2;6;2;2;1
3.434.236,30;5.301.851,30;2;2;6;2;2;1
3.433.830,00;5.301.803,20;2;4;7;2;3;2
3.433.852,90;5.301.804,50;3;3;7;2;2;2
3.433.875,90;5.301.805,70;2;4;7;2;2;2
3.433.899,00;5.301.807,00;2;3;7;2;2;2
3.433.922,20;5.301.808,30;3;2;7;2;2;2
3.433.945,50;5.301.809,60;10;1;7;2;2;2
3.433.992,40;5.301.812,30;2;3;0;0;0;0
3.434.016,00;5.301.813,60;2;2;0;0;0;0
3.434.039,70;5.301.814,90;2;2;0;0;0;0
3.434.063,60;5.301.816,30;2;2;0;0;0;0
3.434.087,60;5.301.817,70;2;2;0;0;0;0
3.434.111,90;5.301.819,00;2;1;0;0;0;0
3.434.136,40;5.301.820,40;2;1;6;2;2;1
3.434.161,20;5.301.821,90;2;2;6;2;2;1
3.433.831,00;5.301.779,70;3;3;7;2;3;2
3.433.853,90;5.301.780,90;3;2;7;2;2;2
3.433.876,90;5.301.782,10;3;2;7;2;2;2
3.433.900,00;5.301.783,40;2;3;7;2;2;2
3.433.923,10;5.301.784,60;2;3;7;2;2;2
3.433.946,40;5.301.785,90;10;2;7;2;2;2
3.433.969,80;5.301.787,10;10;2;7;2;2;2
3.434.016,90;5.301.789,60;2;1;0;0;0;0
3.434.040,60;5.301.790,80;2;2;0;0;0;0
3.434.064,50;5.301.792,10;2;2;0;0;0;0
3.434.088,60;5.301.793,40;2;3;0;0;0;0
3.434.112,90;5.301.794,60;2;2;0;0;0;0
3.434.137,50;5.301.795,90;2;2;0;0;0;0
3.434.162,30;5.301.797,20;2;3;0;0;0;0
3.434.187,50;5.301.798,50;2;2;0;0;0;0
3.434.213,10;5.301.799,80;2;2;0;0;0;0
3.434.239,00;5.301.801,10;2;1;6;2;2;1
3.434.400,50;5.301.809,50;2;2;4;2;2;1
3.434.427,90;5.301.811,00;2;2;4;2;2;1
3.433.832,00;5.301.756,20;3;1;7;2;3;2
3.433.854,90;5.301.757,40;3;2;7;2;2;2
3.433.877,90;5.301.758,50;2;3;7;2;2;2
3.433.900,90;5.301.759,70;2;4;7;2;2;2
3.433.924,00;5.301.760,90;3;2;7;2;2;2
3.433.947,30;5.301.762,00;3;2;7;2;2;2
3.433.970,60;5.301.763,20;3;3;7;2;2;2
3.433.994,10;5.301.764,40;2;1;7;2;2;2
3.434.017,60;5.301.765,50;2;2;0;0;0;0
3.434.041,40;5.301.766,60;2;1;0;0;0;0
3.434.065,40;5.301.767,80;2;2;0;0;0;0
3.434.089,50;5.301.768,90;2;4;0;0;0;0
3.434.113,90;5.301.770,10;2;2;0;0;0;0
3.434.138,60;5.301.771,20;2;1;0;0;0;0
3.434.163,50;5.301.772,40;2;2;0;0;0;0
3.434.188,80;5.301.773,50;2;2;0;0;0;0
3.434.214,40;5.301.774,70;2;2;0;0;0;0
3.434.240,30;5.301.775,90;2;2;0;0;0;0
3.434.347,10;5.301.780,80;2;2;5;2;2;1
3.434.374,20;5.301.782,10;2;2;4;2;2;1
3.434.401,60;5.301.783,40;2;2;4;2;2;1
3.434.429,10;5.301.784,70;2;1;4;2;2;1
3.433.810,10;5.301.731,60;3;1;7;2;3;2
3.433.832,90;5.301.732,70;3;2;7;2;3;2
3.433.855,80;5.301.733,80;2;3;7;2;2;2
3.433.878,70;5.301.734,90;2;3;7;2;2;2
3.433.901,80;5.301.736,00;2;2;7;2;2;2
3.433.924,80;5.301.737,10;2;3;7;2;2;2
3.433.948,10;5.301.738,20;3;3;7;2;2;2
3.433.971,40;5.301.739,20;3;2;7;2;2;2
3.434.042,20;5.301.742,30;2;2;0;0;0;0
3.434.066,20;5.301.743,40;2;1;0;0;0;0
3.434.090,40;5.301.744,40;2;1;0;0;0;0
3.434.114,90;5.301.745,40;2;1;0;0;0;0
3.434.139,60;5.301.746,40;2;1;0;0;0;0
3.434.164,70;5.301.747,40;2;2;0;0;0;0
3.434.190,00;5.301.748,40;2;1;0;0;0;0
3.434.215,70;5.301.749,40;2;2;0;0;0;0
3.434.241,70;5.301.750,40;2;2;0;0;0;0
3.434.294,60;5.301.752,60;2;3;4;2;2;1
3.434.348,20;5.301.754,80;2;1;4;2;2;1
3.434.375,30;5.301.756,00;2;2;4;2;2;1
3.434.402,70;5.301.757,20;2;3;4;2;2;1
3.434.430,20;5.301.758,40;2;2;4;2;2;1
3.434.458,00;5.301.759,70;2;2;4;2;2;1
3.433.811,00;5.301.708,10;2;3;7;2;3;2
3.433.833,70;5.301.709,20;2;2;7;2;2;2
3.433.856,60;5.301.710,20;3;2;7;2;2;2
3.433.879,50;5.301.711,30;2;3;7;2;2;2
3.433.902,50;5.301.712,30;2;2;7;2;2;2
3.433.925,60;5.301.713,20;3;2;7;2;2;2
3.433.948,80;5.301.714,20;2;3;7;2;2;2
3.433.972,10;5.301.715,10;2;4;7;2;2;2
3.434.019,20;5.301.717,00;2;2;3;2;2;1
3.434.043,00;5.301.717,90;2;1;3;2;2;1
3.434.067,10;5.301.718,80;2;1;0;0;0;0
3.434.091,40;5.301.719,70;2;2;0;0;0;0
3.434.115,90;5.301.720,60;2;2;0;0;0;0
3.434.140,70;5.301.721,50;2;1;0;0;0;0
3.434.165,80;5.301.722,30;2;1;3;2;2;1
3.434.191,20;5.301.723,20;2;1;3;2;2;1
3.434.216,90;5.301.724,10;2;1;3;2;2;1
3.434.269,10;5.301.725,90;2;3;6;2;2;1
3.434.295,70;5.301.726,90;2;2;6;2;2;1
3.434.349,30;5.301.728,90;2;2;4;2;2;1
3.434.376,40;5.301.730,00;2;2;4;2;2;1
3.434.431,50;5.301.732,10;2;1;4;2;2;1
3.434.459,40;5.301.733,20;2;1;4;2;2;1
3.433.811,60;5.301.684,60;2;3;7;2;3;2
3.433.834,30;5.301.685,50;2;2;7;2;2;2
3.433.857,20;5.301.686,50;2;3;7;2;2;2
3.433.880,10;5.301.687,50;2;3;7;2;2;2
3.433.926,20;5.301.689,30;2;3;7;2;2;2
3.433.949,50;5.301.690,20;2;4;7;2;2;2
3.433.972,80;5.301.691,00;2;4;7;2;2;2
3.434.019,90;5.301.692,60;2;1;3;2;2;1
3.434.043,80;5.301.693,40;2;2;3;2;2;1
3.434.067,90;5.301.694,10;2;3;3;2;2;1
3.434.092,30;5.301.694,90;2;3;3;2;2;1
3.434.116,90;5.301.695,70;2;3;3;2;2;1
3.434.141,70;5.301.696,40;2;2;3;2;2;1
3.434.192,30;5.301.698,00;2;1;3;2;2;1
3.434.244,00;5.301.699,50;2;3;6;2;2;1
3.434.270,20;5.301.700,30;2;3;6;2;2;1
3.434.323,40;5.301.702,10;2;3;6;2;2;1
3.434.377,60;5.301.703,90;2;2;4;2;2;1
3.434.405,00;5.301.704,80;2;1;6;2;2;1
3.434.460,90;5.301.706,70;2;1;4;2;2;1
3.433.812,00;5.301.660,90;2;2;7;2;3;2
3.433.834,70;5.301.661,70;2;2;7;2;2;2
3.433.857,60;5.301.662,60;2;2;7;2;2;2
3.433.880,50;5.301.663,50;2;2;7;2;2;2
3.433.903,60;5.301.664,30;2;2;7;2;2;2
3.433.926,80;5.301.665,20;2;2;7;2;2;2
3.433.950,10;5.301.666,00;2;2;7;2;2;2
3.434.020,80;5.301.668,20;2;2;3;2;2;1
3.434.044,70;5.301.668,80;2;3;3;2;2;1
